keyword_id,keyword,count
40850,destiny,9
2535,destroy,8
180178,destroyer,1
14796,destruction,5
232339,destruction  of mankind,1
434,destruction of a civilization,2
221653,destruction of earth,1
14756,destruction of planet,1
703,detective,39
1752,detective inspector,1
11875,detention camp,1
207999,determination,1
200784,detox,1
18021,detroit,10
178929,detroit michigan,4
169964,devastation,1
14999,devil,8
4084,devil's son,3
14769,devotion,1
185645,dhampir,1
156389,diabetic,1
5684,diabolical ego,1
206150,dialect,1
811,dialogue,4
41354,dialogue driven,1
1384,diamant,5
33461,diamond,5
40903,diamond heist,1
3379,diamond mine,2
200283,diaper,1
2913,diary,12
407,dictator,7
7606,dictatorship,2
164628,diction coach,1
3429,diet,3
204035,different worlds,1
2467,difficult childhood,4
159197,digging,1
208666,dignity,2
10459,dilemma,1
155443,dillinger,1
10738,diner,14
171100,dining hall,1
12997,dinner,2
191260,dinner party,1
12616,dinosaur,20
4529,diplomat,1
210163,dire,1
14530,director,1
157626,director cameo,1
155514,dirt bike,1
233036,dirt road,1
11719,dirty cop,12
220192,dirty joke,1
12389,dirty tricks,1
158558,disabled,7
4640,disabled child,1
10941,disappearance,10
3614,disappointment,1
163396,disarmament,1
14935,disarming someone,1
10617,disaster,13
189411,disaster film,4
199076,disaster movie,6
33650,disc,1
635,disc jockey,3
46962,discipline,1
155490,disco,3
3921,discontentedness and displeasedness,1
162342,discovery,2
186782,discrimination,2
14673,disease,4
10478,disembodied head,2
18086,disembowelment,3
157676,disfigured face,3
170383,disfigurement,11
164899,disfigurement mask,2
169311,disgruntled worker,1
18118,disguise,6
168481,disguised voice,2
3444,disgust,3
193305,dishonesty,7
14588,disillusionment,1
226763,disintegration,1
157444,dismemberment,3
13087,disobey,1
189449,disorder,4
167095,disposing of a dead body,1
157890,dissection,2
11239,distant future,1
195900,distillery,1
206530,distress,1
223504,distress signal,1
33518,district attorney,4
1448,distrust,5
179564,disturbed child,1
193295,disturbing,1
2992,diva,2
33782,diver,1
211389,divergent,2
8747,diversity,1
233025,divination,1
269,diving,5
2772,diving suit,2
15160,divorce,41
172471,divorce lawyer,1
184439,divorced parents,1
18060,divorced woman,1
18053,divorcee,2
186117,dj,2
160324,django,1
208805,dmt,1
1718,dna,9
223202,do over,1
156149,doberman,2
9550,doc holliday,1
47079,dock,2
13005,doctor,32
15061,docudrama,2
1937,document,4
10073,documentary,6
166309,documentary crew,1
180415,documentary filmmaker,2
174109,documentary filmmaking,2
188086,dodgeball,1
15162,dog,39
158387,dog actor,1
167308,dog biscuit,1
213873,dog cat friendship,1
3445,dog dirt,2
208457,dog fight,1
212609,dog missing,1
182204,dog shelter,1
187250,dog tags,1
161635,dog trainer,1
10399,dogfight,3
155556,doggystyle,1
12996,dogme 95,1
5904,dogsitter,2
175600,doing the right thing,2
33630,doll,4
7597,dollar,3
11280,dolly zoom,1
630,dolphin,8
157263,domed city,1
10303,domestic abuse,1
11925,domestic violence,6
13155,domination,1
7089,dominatrix,4
157722,domineering mother,1
197525,dominican,1
180077,don juan,1
4144,donkey,2
2441,donut,2
192544,donuts,1
3440,doomed man,2
34161,doomsday,6
173995,doomsday clock,1
194825,doomsday device,1
3255,door,2
14866,doorman,1
187523,dope selling,1
3524,doping,1
161891,doppelganger,7
167768,dorm room,2
5984,dormitory,4
173990,dostoevsky,1
3637,double agent,2
33456,double cross,5
10476,double crossed,2
848,double life,12
6309,double murder,2
184130,doubt,1
54610,dove,1
233452,"dove ""family-approved""",1
171241,doves,1
162752,dowager,1
174286,down feather,1
12413,downfall,1
33471,downsizing,3
234109,downtrodden,1
186420,downworlder,1
155356,dr teeth,1
3633,dracula,7
186908,draft,1
171636,drag,4
824,drag queen,2
194988,drag racing,1
174327,dragging someone,1
12554,dragon,19
9312,dragonfly,2
222855,dragonheart,1
173905,dragonslayer,1
8029,drama,11
13151,drawing,2
33593,drawn,1
1566,dream,34
11223,dream girl,2
160840,dream sequence,6
173276,dreamer,2
225209,dreams,7
203165,dredd,1
160406,dressing,1
6199,dressmaker,1
13017,drifter,3
10931,drifting,1
161247,drill instructor,2
173913,drilling,1
33719,drink,4
15111,drinking,6
224795,drinking blood,1
166492,drive by shooting,1
193225,driven insane,1
172345,driver's license,2
206741,driver's test,1
165746,driving a car,1
178378,driving range,1
6268,driving school,1
169540,driving through a wall,1
232454,droid,1
11930,drone,2
793,drowning,7
14964,drug,69
726,drug abuse,11
18179,drug addict,5
1803,drug addiction,17
33067,drug bust,1
10175,drug cartel,5
2151,drug crime,3
206829,drug culture,1
168179,drug deal,4
2231,drug dealer,30
11733,drug dealing,2
11485,drug humor,4
18026,drug lord,10
2235,drug mule,3
41352,drug overdose,2
217997,drug raid,1
180431,drug rehabilitation,1
6691,drug scene,2
3391,drug smuggle,7
13037,drug smuggling,2
12422,drug stealing,1
14658,drug trade,2
2149,drug traffic,15
209074,drug trafficker,1
18230,drug trafficking,1
11483,drug trip,2
11494,drug use,7
33515,drugged,1
164000,drugged cookie,1
237851,drugs,2
156823,drummer,2
2696,drums,1
40879,drunk,7
188991,drunkenness,1
15203,dry humour,1
851,dual identity,12
196521,dual life,1
163129,dual role,1
9145,dubai,1
4729,dublin,3
176857,duchess,1
1339,duck,2
10798,duct tape,1
187820,duct tape gag,1
419,dude,3
12965,duel,10
170713,duet,1
2205,duff beer,1
4235,duke,5
10808,dulles international airport,1
11587,dummy,1
188329,dump truck,1
34137,dungeon,1
13495,duplicate,1
178993,duplicity,1
179431,duringcreditsstinger,307
1881,dutch,1
159488,dutch eastindian company,1
4263,duty,2
159938,dvd,1
604,dwarves,6
41589,dying,5
3737,dying and death,66
155882,dying mother,1
164245,dying young,1
1560,dynamite,2
3996,dynasty,2
156904,dyr,1
208344,dysfunctional,3
10041,dysfunctional family,18
10061,dysfunctional marriage,4
4565,dystopia,139
162988,dystopic future,13
4700,e-mail,2
193649,early sound film,1
4627,earth,5
175975,earth in peril,1
3521,earthquake,5
6587,east berlin,1
213856,east elbia,1
156026,east germany,2
1319,east india trading company,4
10211,east l.a.,1
9921,easter,1
9923,easter bunny,2
2295,eastern block,1
3023,eastern europe,3
188952,eaten alive,1
212430,eaten by animal,1
44443,eating,1
1240,eating and drinking,1
174476,eating brains,1
192789,eating contest,1
172383,eating disorder,1
3878,eavesdropping,2
10483,eccentric,4
226028,eccentric man,1
14773,eclipse,3
221912,eco-terrorists,1
15174,ecology,2
189933,economic crisis,1
2305,economic theory,1
14737,economics,6
3681,economy,2
1941,ecstasy,5
213826,ecw,1
155317,edgar allan poe,1
157132,edgar allen poe,1
161511,edgar rice burroughs,1
3130,edinburgh,1
165399,editing,1
4222,editor-in-chief,4
2470,education,6
234626,edwardian england,1
5698,egg,7
41609,ego,1
1906,egocentrism,1
5776,egomania,1
1160,egypt,16
185638,egyptian,1
163338,egyptian mythology,1
192125,egyptologist,1
164889,eiffel tower paris,2
3564,ejection seat,2
191209,el paso,1
7605,el salvador,1
227591,elasticity,1
172971,elderly,7
218099,elderly man,1
15134,election,3
6085,election campaign,6
11263,electric chair,5
1767,electric fence,1
33888,electric guitar,1
5157,electric shock,3
181319,electrical engineer,1
175522,electrical torture,1
41594,electricity,1
171119,electro shock,1
13040,electrocution,2
3561,electromagnetic pulse,1
14825,electronic music score,1
172900,electronic voice phenomena,1
8102,elementary school,2
2857,elephant,4
183421,elephant seal,1
14613,elephant trainer,1
188960,elevator,3
162304,elevator shaft,1
231403,elf,1
219991,elimination derby,1
9309,elite,1
198438,elite club,1
155552,elmore leonard,2
5535,elocution,1
164460,elopement,2
603,elves,10
5694,elvis,1
162954,elvis presley,1
185742,emancipation,1
220468,emasculation,1
4123,embassy,4
163072,embezzlement,3
206529,emergency,1
4811,emergency landing,2
177127,emergency room,2
168835,emergency surgery,2
192519,emigrant,2
1625,emigration,4
190187,eminem,1
236377,emotional abuse,1
211269,emotions,2
181834,empathy,1
2280,emperor,11
11195,empire,1
6021,employee,3
33360,employer,1
167925,employer employee relationship,3
2386,empowerment,5
159330,empty safe,1
4158,enchantment,3
169350,enchantress,1
14542,end is here,1
10150,end of the world,9
173700,end of trilogy,1
156949,end of world,1
167617,endangered species,1
187307,endorsement,1
4986,enemy,3
10591,energy,1
204006,energy company,1
1269,energy policy,2
6107,energy supply,3
186251,enforcer,1
202635,engaged,1
6167,engagement,2
177473,engagement party,1
172418,engagement ring,2
6101,engine,1
5721,engineer,3
10160,engineering,1
392,england,39
14744,english,2
191076,english pub,1
162301,english subtitles in original,1
209631,englishman,1
178863,englishwoman,1
159753,ensemble cast,11
671,enterprise-e,2
1491,entertainer,2
33711,entity,1
215305,entrails,1
8081,entrance examination,1
2847,entrapment,3
171068,entrepreneur,1
197526,enviroment,1
161318,enviromental,1
33577,environment,2
33480,environmental,1
215299,environmental disaster,1
208179,environmental issue,1
196407,environmental law,2
6832,environmental protection agency,1
156388,environmentalism,3
155624,envy,5
6917,epic,10
188270,epic battle,2
17995,epidemic,4
1944,epilepsy,5
226710,epinephrine,1
198129,episode film,1
156934,episodic,1
5599,epistaxis,1
186781,equal pay,1
6090,equality,2
193193,era,1
15261,erased memory,1
4598,eraser,1
6935,erection,2
190370,erotic movie,4
207767,erotic thriller,2
1664,eroticism,12
4788,ersatz,2
187710,escapade,9
10685,escape,52
6406,escape agent,1
154884,escape artist,1
9777,escape from prison,7
12414,escaped convict,5
207159,escaped killer,2
169271,escaped prisoner,1
7118,escapee convict,1
156731,escort,1
11134,espionage,12
170487,essay,2
13121,essex,1
203139,estafa,1
155881,estate,6
2918,estate agent,3
10345,esther,1
179012,estranged family member,1
161194,estranged father,2
196911,estranged son,1
155817,estranged wife,1
193049,estrangement,2
227385,eternal,1
161302,eternal youth,1
185740,ethical dilemma,1
211062,ethics,3
5946,ethiopia,1
6325,ethnic stereotype,3
158292,eugenics,1
1295,europe,5
181046,european,2
206662,euthanasia,4
2227,evacuation,8
15302,evangelical christianity,1
178870,evangelist,1
3186,everglades,1
177144,everyman,1
165177,eviction,1
2620,evidence,5
156075,evil,18
193907,evil alien,1
227364,evil brother,1
177201,evil child,2
173867,evil circus,1
191327,evil clown,1
11738,evil corporation,5
157459,evil dead,1
195323,evil dictator,1
179095,evil doctor,2
9707,evil doll,3
211712,evil genius,1
189481,evil mastermind,1
7717,evil mother,3
169378,evil plot,1
160350,evil prince,1
169343,evil queen,2
10114,evil spirit,5
173003,evil stepmother,3
177901,evil witch,3
3597,evisceration,2
34152,evolution,5
10015,ewoks,1
212801,ex cia agent,2
5982,ex husband,3
159669,ex kgb,1
185994,ex military,1
160387,ex nazi,1
33651,ex priest,1
162380,ex soldier,5
212757,ex special forces,1
1594,ex-boyfriend,3
162296,ex-boyfriend ex-girlfriend relationship,3
156121,ex-con,6
8440,ex-cop,11
1591,ex-detainee,2
191959,ex-fugitive,1
1595,ex-girlfriend,7
163758,ex-husband ex-wife relationship,3
2695,ex-lover,2
155816,ex-wife,6
2866,exam,2
4793,examination,1
177128,excalibur,1
9032,excavation,2
4217,exchange,1
160140,exchange student,1
3011,exclusion,1
3443,excrements ,1
13129,execution,8
5822,executive case,1
33611,exercise,4
2819,exhibit,2
40984,exhibition,1
169815,exhibitionism,1
4849,exile,1
161288,existence,2
181324,existentialism,8
6502,exit,1
2226,exodus,2
2626,exorcism,11
159940,exorcist,2
204318,exoskeleton,1
170375,exotic dancer,1
911,exotic island,16
156063,expatriate,1
160945,expectant father,2
168486,expectant grandmother,1
160946,expectant mother,2
180702,expecting twins,2
1963,expedition,5
996,expensive restaurant,5
202401,experience,1
1706,experiment,15
12572,experiment gone wrong,1
237225,experimental drug,1
14629,experimental film,1
198015,experimental surgery,1
208473,expert,1
162994,expert marksman,1
5442,expiration,1
156433,explicit sex,2
182185,exploding airplane,2
204904,exploding boat,2
18508,exploding body,1
9778,exploding building,4
173845,exploding bus,1
18114,exploding car,1
169658,exploding gasoline station,1
14811,exploding head,1
18067,exploding house,3
162410,exploding planet,1
162399,exploding ship,1
158629,exploding train,1
2804,exploitation,3
18450,exploitation film,1
221536,exploring,1
14601,explosion,43
1653,explosive,9
226179,explosive decompression,1
166974,explosives,3
159358,explosives expert,2
171184,exposé,1
186694,extension ladder,1
158120,exterminator,1
2586,externally controlled action,2
11259,extortion,4
170380,extra credit assignment,1
185677,extraction,1
34094,extramarital affair,29
9739,extraterrestrial,4
1603,extraterrestrial technology,12
18077,extreme sadism,1
12189,extreme sports,1
14687,extreme violence,19
209823,extremis,1
193013,extremist,1
2006,extremsport,1
8527,exzentrik,1
9302,exzess,1
4484,eye,2
156173,eye gouging,1
2480,eye operation,2
159869,eye patch,2
8047,eye specialist,2
157465,eyeball,1
158265,eyebrow,1
185237,eyes,2
2481,eyesight,2
11314,f word,7
2178,fab four,1
159480,fabergé egg,1
161757,fable,1
156390,face slap,2
3868,face transplant,1
220831,facebook,2
15518,facial scar,2
1382,factory,8
730,factory worker,4
171452,faculty,1
221872,failed business,1
229046,failing eyesight,1
3837,failure,2
163533,fainting,1
4120,fair,1
223448,fairies,1
2710,fairy,3
208705,fairy godmother,2
3205,fairy tale,18
6187,fairy-tale figure,6
6150,faith,29
207665,faithful husband,1
6151,faithlessness,2
170466,fake accent,1
160619,fake accident,1
156760,fake boyfriend,2
199157,fake commercial,1
160517,fake documentary,3
181623,fake id,1
167808,fake identity,4
163810,faked death,2
172715,faked footage,1
2639,falcon,3
33860,falklands,1
33852,falklands war,1
6201,fall,4
8637,fall from height,1
155651,fall in love,2
170688,falling down a hill,1
33981,falling down stairs,1
33594,falling elevator,1
13072,falling in love,21
6998,falling star,1
14783,false accusations,2
190532,false history,4
3864,false identity,11
187008,false memory,2
181648,false passport,1
769,falsely accused,8
228495,falsifying,1
10232,fame,8
18035,family,69
5683,family business ,1
7629,family clan,3
155294,family conflict,7
190821,family curse,1
9848,family dinner,2
192555,family dog,1
12279,family drama,1
208720,family estate,1
156195,family feud,6
182657,family gathering,1
191089,family guy,1
3371,family history,2
33694,family holiday,5
194780,family man,1
10235,family relationships,26
18187,family reunion,3
6625,family secrets,4
14724,family vacation,6
2783,family's daily life,8
4337,famine,3
189388,famous,1
159523,famous painting,1
1505,famous score,3
157514,famous theme,1
3177,fan,2
164476,fan club,1
208663,fan convention,1
9818,fan culture,2
3419,fanatic,4
220266,fandom,1
231407,fang vamp,16
160117,fantastic four,2
2486,fantasy,19
161221,fantasy docudrama,1
18020,fantasy sequence,2
170362,fantasy world,13
455,farewell,7
4932,farm,12
11332,farm life,2
3009,farm worker,3
154846,farmer,5
13127,farmhouse,4
17947,farmland,2
4126,fascination,2
1755,fascism,5
3603,fascist,1
15479,fashion,7
7024,fashion designer,4
3486,fashion journal,1
167200,fashion model,3
167198,fashion show,2
6525,fast,1
10604,fast cars,1
157748,fast food,2
3015,fast food restaurant,2
174871,fast motion scene,2
18236,fasting,1
230616,fat man,1
156092,fat suit,2
236373,fat woman,2
155532,fatal attraction,2
10855,fate,7
5905,father,14
15300,father daughter relationship,24
170652,father figure,6
2123,father murder,4
226774,father son conflict,3
494,father son relationship,65
180574,father son reunion,2
4604,father-in-law,7
184503,father-in-law daughter-in-law relationship,1
162225,fatherhood,4
1812,fbi,49
18525,fbi agent,32
34023,fbi director,1
185222,fbi profiler,1
13073,fear,14
235354,fear of clowns,1
10050,fear of commitment,2
222114,fear of dying,1
4544,fear of flying,1
161812,fear of the dark,1
205726,fear of unknown,1
226838,federal reserve bank,1
503,federation,4
226930,feedback,1
234095,feel good,1
156115,feel-good ending,3
7410,fellatio,2
188133,felon,1
158750,female agent,2
206647,female archeologist,1
176485,female artist,1
12367,female assassin,3
163097,female athlete,1
168641,female bartender,1
15269,female boss,1
189421,female corpse,7
187996,female doctor,1
5248,female friendship,15
160137,female hero,2
15136,female homosexuality,2
9693,female killer,1
18432,female martial artist,1
191144,female mercenary,1
186136,female musician,2
293,female nudity,49
33850,female politician,1
33857,female prime minister,1
11412,female prisoner,1
11322,female protagonist,17
180201,female rocker,1
197758,female sexuality,1
162078,female singer,1
18117,female spy,1
18051,female stalker,1
167570,female stripper,1
174878,female vampire,3
157392,female writer,1
10704,female yakuza,1
171468,femininity,1
2383,feminism,1
11718,feminist,1
9016,femme fatale,6
5330,fencing,2
155726,fenway park,2
5650,feral child,6
8680,ferrari,1
165142,ferris wheel,1
2996,ferry boat,1
160213,festival,1
7411,festival hall,1
2699,fetish,3
2843,fetishism,2
207884,fetus,1
9932,feud,2
209094,feudality,1
2687,fiancé,3
165547,fiancé fiancée relationship,2
208764,fiancée,4
161151,fiction,1
167210,fictional awards show,1
174283,fictional band,1
15481,fictional city,1
174915,fictional government agency,3
189113,fictional language,1
855,fictional place,9
179781,fictional tv show,2
14946,fictional war,3
196751,fictionalized biography,1
229851,fictionalized history,2
1907,fictitious marriage,4
7936,fidel castro,1
4511,field,2
33676,figaro,1
1721,fight,47
6211,fighter,6
9878,fighter jet,1
2533,fighter pilot,4
15089,fighter plane,2
14955,fighting,7
206700,fighting crime,1
185979,fighting movie,1
10671,figure skating,2
214789,fiji,1
175340,file clerk,1
196288,film,2
774,film business,3
176572,film canister,1
158235,film crew,1
2793,film director,9
204262,film editing,1
6812,film festivals,1
6966,film history,1
234551,film in a film,1
166329,film industry,3
2559,film maker,4
886,film making,9
195402,film noir,6
887,film producer,10
186125,film score,1
185699,film studio,1
8368,filmdreh,1
182022,filmed killing,3
229388,filmes contra o comunismo,1
226128,filmes focados em um professor,1
11614,filmmaker,1
33490,filmmaking,3
6118,finances,4
165193,financial crisis,4
169358,financial problem,1
33672,financial transactions,3
220933,fine art,1
5958,finger,1
172353,finger gun,2
170273,fingerprinting,1
154881,fingerprints,2
198441,fingers,1
657,fire,25
173893,fire chief,1
2736,fire engine,3
1023,fire escape,1
180179,fire extinguisher,1
10715,fire fighting,1
173912,fire repellent,1
167531,fire truck,1
6112,firearm,5
17994,firecracker,1
202429,fired,2
18326,fired from the job,2
178902,firefly,2
2733,firemen,7
11183,fireplace,2
155584,firewall,1
2407,fireworks,5
167319,firing range,1
158153,first class,1
156925,first crush,1
184783,first date,1
47023,first kiss,1
157303,first love,5
185859,first person shooter,1
2201,first time,7
1357,fish,9
5562,fish market,1
11860,fish out of water,8
33759,fish tank,1
5420,fisherman,6
1495,fishing,5
174617,fishing boat,1
186829,fishing net,1
5572,fistfight,17
165647,fisticuffs,1
8679,fitness-studio,1
2923,fitness-training,1
157332,flag,1
5454,flame,1
18082,flamethrower,3
158145,flaming arrow,2
164641,flapper,2
174968,flare,1
182163,flash grenade,1
186730,flash mob,1
187844,flashback,44
9856,flashback sequence,1
166694,flashback within a flashback,1
14774,flask,1
1439,flat,4
227887,flatulence,1
4294,flea market,1
7379,fleet,1
162521,flesh eating,1
165324,flesh eating plant,1
8044,flight,5
185266,flight attendant,1
219779,fling,1
169054,flint michigan,1
1486,flirt,5
171183,flirting,1
183422,floating ice,1
175715,floating in the air,1
170610,floating on inner tube,1
3435,floatplane,2
170314,flogging,2
173272,flood,4
3528,flooding,5
9569,flop,1
208592,floppy disk,1
8032,florence,1
1196,florida,18
3546,florida keys,3
2778,florist,5
2382,flower,6
4485,flower girl,1
2779,flower shop,4
4527,flowerpot,1
155355,floyd,1
6681,flu,1
178474,flunking out of school,1
5568,flush,2
334,flying,11
221446,flying boat,1
391,flying car,4
3243,flying saucer,9
185957,flying upside down,1
3002,fog,3
4615,folk hero,3
209568,folk horror,1
6382,folk music,1
33534,folk singer,1
209141,followed,1
33880,following someone,1
6930,fondling,1
10637,food,8
15178,food industry,2
196172,food intoxication,1
5090,fool,3
167619,foolish,1
7600,foot,1
14967,foot chase,13
161837,foot race,2
6686,footage,1
3691,forbidden love,17
205740,force field,1
166126,forced,1
173251,forced prostitution,1
207937,forced retirement,1
238140,forced to kill,1
222915,forcefield,2
226581,ford mustang,1
197619,foreign,1
8781,foreign aid,2
158628,foreign language adaptation,1
2905,foreign legion,2
160313,forensic,2
201058,foreshadowing,1
5774,forest,25
15070,forever,1
3446,forgiveness,11
158206,forklift,1
185648,forks washington,1
6617,formaldehyde,1
172248,formalin,1
168657,formosa cafe hollywood,1
10284,formula 1,1
4268,fort,4
3286,fort knox,1
33974,fortress,1
208223,fortune,2
663,fortune teller,7
11833,forty something,1
155643,foster child,1
158394,foster home,1
2468,foster parents,3
163053,found footage,29
2098,fountain,2
192705,four-wheelers,1
216942,fourth dimension,1
2527,fox,1
11999,fox news,1
155353,fozzie bear,1
206044,fracking,1
15124,framed,4
157210,framed for a crime,1
180172,framed for murder,4
254,france,19
5882,franco regime,1
235690,frank sinatra,1
6737,frankenstein,6
198102,frankenstein's monster,2
170209,frat party,2
219781,fraternal twins,1
157632,fraternity,6
171400,fraternity house,3
171260,fraternity initiation,1
171198,fraternity pledge,1
170771,fratricide,1
4373,fraud,12
207673,freak,3
207545,freak show,1
191960,freaky,1
460,free love,5
10609,free running,1
11678,free spirit,2
6089,freedom,14
3538,freedom fighter,3
2930,freedom of speech,2
4008,freemason,1
41337,freeze,2
15163,freeze frame,1
160195,freezer,1
155372,freezing,2
181385,freighter,1
4653,french,5
206650,french accent,1
208123,french and indian war,1
179368,french canadian,1
158765,french girl,1
155845,french noir,2
215533,french polynesia,1
9904,french resistance,1
4319,french revolution,3
161652,french stereotype,1
10519,freshman,2
163652,friday the thirteenth,1
225061,friend,5
9713,friends,54
10033,friends who hate each other,1
231225,friends with benefit,1
6054,friendship,106
7508,friendship bracelet,1
210351,friendship drama,1
182664,frigate,1
158502,frisbee,1
4456,frog,7
192995,frog prince,1
5626,from rags to riches,7
9454,frontier,2
160589,frontier town,1
175011,frost on a window,1
3609,frustration,1
10718,fugitive,13
4550,full moon,1
171703,fund raiser,1
195410,fundraiser,1
3739,funeral,23
160321,funeral director,1
160322,funeral home,3
171698,funky music,1
232607,funny,1
11065,funny nazi,1
5154,fur,2
194976,fur trapper,1
189414,furnace,1
11128,furry,1
2964,future,47
236189,future noir,1
155742,future sport,1
162484,future war,3
9685,futuristic,9
214714,futuristic car,1
214715,futuristic city,1
177341,gadfly,1
1683,gadget,1
195506,gags,1
7496,gain,1
226791,gainesville florida,1
169356,gala,2
163295,galactic war,2
4270,galaxy,6
5896,galicia,1
6716,galier,1
2861,gallery,3
5916,gallery owner,1
213299,gallipoli campaign,1
233038,gallon of water,1
163833,gallop,1
2125,gallows,3
155841,gambler,3
395,gambling,14
160627,gambling debt,1
5305,gambling debts,3
18249,game,7
157376,game of death,2
4325,game show,4
167772,game tester,1
6186,games,6
10726,gang,30
209241,gang initiation,1
5606,gang leader,1
33426,gang member,3
3483,gang of smugglers,1
3882,gang of thieves,2
12365,gang rape,3
181858,gang violence,2
2987,gang war,7
167254,gang warfare,2
213492,ganga,1
13142,gangster,34
3149,gangster boss,7
208052,gangster grip,1
187903,gangster rap,2
176546,ganja,1
2101,garage,7
175343,garage sale,2
3700,garbage,3
169062,garbage can,1
2105,garden,4
5972,garden gnome,1
157398,garden shears,2
33608,gardener,1
186265,gardner,1
195032,garfield,2
11408,gargoyles,1
5138,gas,1
3293,gas attack,2
2451,gas chamber,1
159287,gas mask,1
169215,gas rationing,1
1420,gas station,9
4432,gathering,1
187028,gatling gun,1
237,gay,46
186722,gay brother,1
236055,gay couple,2
10199,gay interest,7
158968,gay lead character,3
33458,gay man,3
184935,gay man straight woman relationship,1
10198,gay relationship,8
15135,gay sex,2
5800,geek,2
4342,geisha,1
34214,gender,1
174523,gender disguise,1
210039,gender identity,1
34221,gender roles,1
231630,gender stereotypes,1
158256,gene manipulation,2
1402,general,14
231847,general douglas macarthur,1
164224,generation gap,1
226343,generation-x,1
226344,generation-z,1
2200,generations confilct,3
171760,generations conflict,1
747,genesis,1
163561,genetic engineering,5
233300,genetic mutation,1
6017,genetics,8
5146,genghis khan,2
190536,genie,1
232716,genital mutilation,1
6257,genius,8
14900,genocide,2
33617,genocide in rwanda,3
156192,gentle giant,1
192940,geography,1
6375,george w. bush,2
193213,george washington,1
2495,georgia,2
12626,georgia europe,1
156498,georgian,1
2349,german,1
15147,german accent,2
1772,german democratic republic,2
158764,german girl,1
13519,german occupation of france,1
11122,german officer,1
33671,german shepherd,3
191004,german soldier,1
226474,german submarine,1
74,germany,9
194581,geronimo,1
15272,gestapo,1
159700,getaway,2
161974,getaway driver,1
206737,getting home,1
5930,getting lost,1
3080,gettysburg,1
185733,gettysburg address,1
2394,ghetto,8
2431,ghetto riot,1
162846,ghost,36
172992,ghost child,2
15040,ghost hunting,2
236185,ghost rider,1
4078,ghost ship,3
156580,ghost story,1
166701,ghost town,3
365,ghost train,1
5280,ghost world,4
3093,ghostbuster,2
219990,ghouls,1
2998,gi,2
189099,giant,5
219972,giant  squid,1
3240,giant cockroach,1
188054,giant crocodile,1
160189,giant egg,1
192709,giant ice cream cone,1
158091,giant insect,1
11100,giant monster,5
4014,giant plant,1
10891,giant robot,7
3891,giant snake,3
185425,giant vegetable,1
2581,giant wave,3
158144,giant worm,1
167822,gibberish,1
1915,gibraltar,1
9989,gift,4
168063,gigantic hand,1
3248,gigolo,2
40832,gilbert and sullivan's princess ida,1
201120,ginger,1
2510,giraffe,1
14659,girl,4
164060,girl band,1
186951,girl disguised as boy,1
232802,girl dog relationship,1
175321,girl fight,2
7293,girl from the province,1
222174,girl next door,2
171176,girl power,1
209788,girl scouts,1
5490,girlfriend,7
12403,girlfriend from china,1
7665,girls' boarding school,2
180715,giving birth,1
193194,glaciale,1
7330,glacier,1
1394,gladiator,3
1527,gladiator fight,1
33973,glam rock,2
179751,glamour,1
188478,glass,1
167939,glass pipe,1
159529,glider,1
185861,glitch,1
6123,global economy,1
5769,global warming,3
593,globalization,2
44449,gloves,1
54016,glue,1
178482,glue sniffing,1
175681,gluttony,2
190083,gnome,1
191739,gnomes,1
221385,gnosticism,4
1663,go-go dancer,1
7090,goa,1
10947,goat,1
4718,gobi desert,1
189094,goblin,3
9649,god,9
181905,god complex,1
191431,godard,1
2022,godmother,1
161172,gods,3
7671,godzilla,3
226471,goggles,1
1321,gold,14
11087,gold coin,1
192657,gold digger,1
189392,gold miner,2
6816,gold mining town,1
4542,gold rush,1
159859,gold theft,2
218008,gold watch,1
157286,golddigger,1
159496,golden egg,2
180909,golden fleece,1
12393,golden gate bridge,3
188134,golden gun,3
158386,golden retriever,1
2702,golf,4
162461,golf club,1
15228,golf course,1
161236,golf war,1
3282,gondola,3
44450,gong,1
154986,gonzo,1
167799,gonzo journalist,1
46958,good and bad,5
163248,good becoming evil,1
167149,good cop bad cop,1
170365,good deed,1
10842,good vs evil,20
159497,goon,1
177993,gopher,1
10292,gore,39
690,gorilla,5
238136,gory violence,1
5708,gospel,2
18453,gossip,4
197107,goth girls,1
6969,gotham city,7
33505,gothic,4
15032,gothic horror,2
6088,governance,4
226268,governer,1
165468,governess,2
6086,government,28
163049,government agent,1
181635,government conspiracy,2
182058,government corruption,1
186783,government minister,1
5744,governor,6
158064,graboids,1
3687,graduation,11
209366,graduation speech,1
2815,graffiti,1
5522,grand canyon,1
164731,grand ole opry,1
4412,grandfather,2
2971,grandfather granddaughter relationship,3
1158,grandfather grandson relationship,6
164039,grandmother,1
5987,grandmother granddaughter relationship,3
2401,grandmother grandson relationship,1
9229,grandparents,2
158019,grandson,1
167812,grapefruit,1
11539,grass,2
5705,grasshopper,1
2968,grave,5
158741,grave digger,1
170468,grave digging,1
171247,grave robbing,2
166512,graveyard,1
180466,gravity,1
220084,grayscale,1
165132,greaser,1
33760,great barrier reef,2
1025,great britain,6
5571,great depression,6
234367,great soundtrack,2
163403,great wall of china,1
15098,great white shark,5
1200,greece,6
5332,greed,4
177349,greedy developer,1
8011,greek,2
174378,greek history,1
174363,greek island,1
171199,greek letter,1
2036,greek mythology,3
6348,green,3
10403,green beret,1
4168,greenhouse,1
2212,greenhouse effect,2
