company_id,company,count
38944,Clavius Base,1
7449,Clear Blue Sky Productions,1
69028,Clear Lake Entertainment,1
53677,Clearwater Holdings Limited,1
45728,Cliffhanger Productions,1
8430,Cliffjack Motion Pictures,1
46051,Clifford Werber Productions,2
1274,Clinica Estetico,6
10566,Clipsal Films,1
25488,Clockwork Pictures,1
23022,Close Call Films,1
8537,Closest to the Hole Productions,4
11080,Cloud Atlas Productions,1
6708,Cloud Eight Films,4
2748,Clubdeal,1
12263,Clyde Is Hungry Films,1
234,CoBo Fund,1
23690,Coast Ridge,1
18619,Cobalt Media Group,5
67884,Cockamamie,1
87847,Coco,1
52949,Coconut Pete Productions,1
14589,Code Entertainment,2
4897,Code Productions,1
79434,Code Red Productions,1
35327,Codeblack Entertainment,2
79523,Codex Pictures,1
57736,Codi S.p.a.,1
12053,Cofinova 5,1
7456,Cofinova 6,1
9122,Cohen Media Group,1
2397,Cohen/Pearl Productions,1
3916,Cold Iron Pictures,2
2363,Cold Spring Pictures,3
35061,Colgems Productions Ltd.,1
2179,Collision Entertainment,1
4154,Colombia Pictures,1
5420,Color Force,8
87858,"Colorado Office of Film, Television & Media",1
6041,Colossal Pictures,1
5,Columbia Pictures,201
441,Columbia Pictures Corporation,96
2798,Columbia Pictures Film Production Asia,2
5848,Columbia Pictures Industries,1
10202,Columbia TriStar Home Entertainment,1
20873,Columbia TriStar Home Video,1
1903,Columbus 81 Productions,1
1538,Comedy Central,1
7480,Comedy Central Films,4
45852,Comedy Partners,1
20637,Commission du Film France,1
20638,Commission du Film Île-de-France,1
11842,Company Pictures,2
14323,Compass International Pictures,1
4322,Compound B,1
36206,Comptom Investments,1
58333,Compulsion Inc.,1
2264,Concert Promotion International,1
26774,Concorde Film Trust,1
76847,Connectic Studio,1
6087,Conquest Productions,1
50433,Conquistador Entertainment,1
33253,Conseil Général des Côtes d'Armor,1
33254,Conseil Général du Morbihan,1
11402,Conseil Régional de Franche-Comté,1
19267,Conseil Régional du Calvados,1
22622,Consejo Nacional para la Cultura y las Artes (CONACULTA),1
23370,Constant c Productions,2
47,Constantin Film,1
12162,Constantin Film International,1
53530,Constantin Film Ltd.,1
5755,Constantin Film Produktion,20
9078,Constantin Film.,1
14941,Constellation Entertainment,1
457,Constellation Films,1
52740,Contagious Entertainment,1
73193,Contend,1
1420,ContentFilm,4
25487,ContentFilm International,2
7376,Continental Entertainment Group (CEG),1
6279,Continental Producciones,1
1836,Contrafilm,6
1156,Conundrum Entertainment,6
3494,Cookout Productions,1
213,Cooper's Town Productions,1
8139,Copacetic Pictures,1
21938,Copag V,1
5106,Copperheart Entertainment,2
30270,Coram Deo Studios,1
200,Corazón International,1
8580,Coração da Selva,1
18479,Corduroy Films,1
12213,Core Productions,1
67992,Cornelius Productions,1
8871,Corner Store Entertainment,3
12905,Corona Pictures,1
7178,Corrino Media Corporation,1
90195,Corrupter Production Service Ltd.,1
7299,Corsan,2
53673,Cort/Madden Productions,2
11573,Corus,1
11550,Corus Entertainment,5
1810,Cosmic Pictures,1
10187,Costa Films,1
24175,Cott Productions,2
11338,Cottage Industries,1
52728,Cougar Films Ltd.,1
7693,Count of Monte Cristo Ltd.,1
17048,Counterclock Productions,1
6714,Court 13 Pictures,1
30023,Court Five,1
55527,Courtside Seats Productions,1
73666,Covert Media,1
245,Cowboy Films,1
2257,Cracking the Earth Films,1
11482,Cranium Films,1
16312,Crave Films,3
1600,Craven-Maddalena Films,5
337,Creado Film,1
89636,Creando Films,1
22870,Creative Andina,1
8087,Creative Scotland,2
77882,Creative Unit of Writers & Cinema Workers,1
14179,Creepshow Films Inc.,1
3314,Crescendo Productions,2
6575,Crest Animation Production,1
21234,Crest Animation Productions,1
91929,Criminal Productions,1
14407,Crimson Bolt,1
66899,Cronos Entertainment AIE,1
3770,Crook Brothers Productions,1
10246,Cross Creek Pictures,10
32201,CrossDay Productions Ltd.,1
1296,Crossbow Productions,4
11962,Crossroads,1
3058,Crossroads Films,2
4028,Crowvision Inc.,1
63925,Crucial Films,1
9995,Cruel & Unusual Films,1
505,Cruel Productions,1
78685,Cruel and Unusual Films,7
10472,Cruella Productions,1
349,Cruise-Wagner Productions,1
44,Cruise/Wagner Productions,14
2978,Crusader Entertainment,2
68304,Crush Entertainment,1
52145,Crying Box Productions,1
9018,Crystal City Entertainment,1
21783,Crystal Lake Entertainment,2
20241,Crystal Sky Pictures,3
4077,Crystal Sky Worldwide,3
57818,Crystalite Productions,1
22868,Cuatro Plus Films,1
23940,Cub Eight Productions,1
22207,Cube Libre,1
2780,Cube Vision,7
26476,Cubica,1
7458,Cubicle Inc.,1
86523,Culmination Productions,1
89719,Culver Studios,1
10056,Cunningham & Maybach Films,1
12029,Curmudgeon Films,1
972,Current Entertainment,7
11630,Curse Productions,1
8877,Curtis Hanson Productions,1
11494,Curzon Film Distributors,1
63906,Cutting Edge Films,1
646,D'Antoni Productions,1
53010,D'Artagnan Productions Limited,1
32999,D8,1
18335,DB Entertainment,1
429,DC Comics,15
9993,DC Entertainment,12
53350,DCP Wrong Turn Productions,1
25433,DEJ Productions,1
2752,DENTSU Music And Entertainment,1
5654,DJ Films,2
58085,DMC Films,1
10289,DMG Entertainment,3
284,DNA Films,10
89136,DNA Productions,1
24137,DOS,1
7507,DRO Entertainment,1
10261,DW Studios,1
40107,Da Vinci Media Ventures,1
22676,Dagsljus Filmequipment,1
3214,Daiei Motion Picture Company,1
881,Daiei Studios,1
72861,Dalia Films,1
39711,Dalton Films,1
16193,Damberger Film & Cattle Co,1
9228,Dan Curtis Productions,1
1854,Dan Films,2
80578,Dan Lupovitz Productions,1
78702,Dangerous Method Film AG,1
12270,Daniel Bobker Productions,2
72267,Daniel Columbie Films & Productions,1
53732,Daniel Fried Productions,1
125,Danish Film Institute,1
10761,Danjaq,8
119,Danmarks Radio (DR),5
66740,Danny the Dog Prods Ltd.,1
2755,Dante Entertainment,2
6448,Darclight,1
5486,Darius Films,2
1786,Dark Castle Entertainment,16
65129,Dark Harbor Stories,1
49925,Dark Hero Studios,1
552,Dark Horse Entertainment,9
7375,Dark Lot Entertainment,1
4592,Dark Sky Films,1
11566,Dark Trick Films,1
1052,Darkfibre Entertainment Ltd.,1
12622,Darko Entertainment,4
3982,Darkwoods Productions,4
2015,Darlow Smithson Productions,1
13630,Darryl F. Zanuck Productions,1
15762,Dartmouth International,1
16053,Das Kleine Fernsehspiel (ZDF),1
4372,Dash Films,1
903,David Brown Productions,3
53060,David Dobkin Productions,1
496,David Foster Productions,4
6717,David Gundlach Productions,1
2146,David Hamilton Productions,1
11050,David Kirschner Productions,3
3434,David L. Wolper Productions,1
1050,David LaChapelle Studios,1
21447,David Ladd Films,2
1302,Davis Entertainment,34
14175,Davis Films,2
342,Davis-Films,12
2737,Davis-Panzer Productions,2
21906,Dawliz,1
78704,Dawn Property Company,1
49241,Daybreak,1
11746,Daybreak Productions,1
8569,Dayday Films,2
11584,De Fina-Cappa,2
499,De Laurentiis Entertainment Group,1
2609,De Line Pictures,10
10678,De Milo,1
53047,De Wolfe Music,1
2519,DeBart,1
26082,Dead Crow Productions,1
92137,Dead Fiancée Productions,1
2482,Dead Films,1
3915,Dean River Productions,2
11929,Dear Film Produzione,1
498,Debra Hill Productions,1
69889,Decade,1
8286,Decibel Films,1
23749,Decipher Entertainment,1
869,Dee Gee Entertainment,1
2646,Deep River Productions,3
9352,Deer Path Productions,1
38799,Def Pictures,1
22869,Defiant Pictures,1
986,Degeto Film,4
7694,Delante Films,1
4267,Delphi Films,2
7585,Delphi II Productions,2
3088,Delphi III Productions,1
1472,Delux Productions,1
84425,Deluxe Digital Studios,1
13241,Demarest Films,4
66146,Denis Friedman Productions,1
6452,Dentsu,12
1778,Dentsu Inc.,1
3574,Denver and Delilah Productions,1
26088,Deon Taylor Enterprises,1
32718,Departamento de Cultura del Gobierno Vasco,1
11995,Depth Entertainment,1
1473,Depth of Field,6
2235,Desertlands Entertainment,1
39856,Desilu Productions,1
769,Destination Films,12
963,Destiny,1
35043,Destro Films,1
118,Det Danske Filminstitut,5
48663,Detailfilm,1
21125,Detention Films,1
98,Detour Film Production,2
11510,Detour Filmproduction,5
812,Deuce Three Productions,2
11238,Deutsche Filmförderfonds (DFFF),5
3265,Deviant Films,1
2391,Devonshire Productions,1
19146,Dharma Productions,2
5955,Di Bonaventura Picture,1
435,Di Bonaventura Pictures,19
20477,DiC Entertainment,1
813,DiNovi Pictures,11
2912,Diamond Films,1
744,Diaphana Films,3
6328,Dickhouse Productions,2
1766,Dieter Geissler Filmproduktion,1
89309,Digital Anvil,1
31825,Digital Domain,1
76068,Digital Image Associates,3
52207,Digital Interference Productions,1
35446,Dillinger Productions,1
7405,Dimension Films,54
71989,Dimension Films (US version),1
10308,Dino De Laurentiis Company,15
1216,Dino de Laurentiis Cinematografica,4
81128,Dirty Hands Productions,1
7492,Discovery Channel Pictures,1
21673,Discovery Films,2
79433,Discreet Art Productions,1
6421,Disney,1
3213,Disney Channel,2
19750,Disney Double Dare You (DDY),1
4254,Disney Toon Studio,1
89347,Disney World Cinema,1
5391,DisneyToon Studios,2
24262,Dispictures,1
10256,Disruption Entertainment,2
21838,Distant Corners Entertainment Group Inc.,1
1066,Distant Horizons,1
19923,Distant Planet Productions,1
20667,District 9,1
28024,"Divine Inspiration, The Fabulous Boomtown Boys",1
15056,Divine Light Pictures,1
14036,Division Films,1
2193,DoRo Fiction Film,1
26137,Dog Eat Dog Films,2
26198,Dog Eat Dog Productions Inc.,1
13468,Dog Run Pictures,1
69029,Dog and Pony Media,1
12650,Dogfish Pictures,1
17422,Dogstar Films,1
61337,Dollface,1
86089,Dolly Hall Productions,1
36452,Dominion Productions,1
56181,Domino 17521,1
22656,Don Carmody Productions,1
4253,Don Carmody Productions,3
10288,Don Simpson/Jerry Bruckheimer Films,6
5739,Donner/Shuler-Donner Productions,2
23397,Donner/Shuler-Donner Productions,2
431,Donners' Company,14
47122,Doom Buggy Productions,1
19922,Doom Productions,1
12621,Doosabu Film,1
41537,Dos Corazones,1
47330,Dot Dot Dot Productions,1
21733,Double Edge Films,1
215,Double Feature Films,15
31922,Double Negative,2
10138,Double Nickel Entertainment,1
458,Douglas/Reuther Productions,1
51861,Dovemead Films,3
37336,Down Productions,3
87840,Dozen Canada Productions,1
28381,Dr D Studios,1
94410,Dracula Productions Inc.,1
10485,Drafthouse Films,2
12262,Dragon Studios,1
18142,Dragonfly Entertainment,1
7,DreamWorks,7
521,DreamWorks Animation,31
7293,DreamWorks Pictures,8
27,DreamWorks SKG,79
31893,DreamWorks Studios,1
2506,Dreamachine,1
49731,Dreamagine Entertainment,1
14037,Dreambridge Films,1
84798,Dreamlab Films,1
407,Dreamland Productions,1
19621,Dreams of Dragon Picture,1
7852,Dreamworks Pictures,1
2895,Dribble Productions,1
3347,Dry County Films,1
34166,DuArt Film and Video,1
6130,Dualstar Productions,1
59196,Duck Farm Films,1
11675,Duckling A/S,1
37362,DumbDumb,1
444,Dune Entertainment,59
6332,Dune Entertainment III,26
19477,Dune Films,6
68548,Dunulf Productions,1
1974,Duplass Brothers Productions,3
8807,Dylan Sellers Productions,3
7062,Dynamo,1
52595,Dévelopimage 2,1
495,EDI,1
12205,EDKO Film,2
3576,EFTI,1
73953,ELC Productions Ltd.,1
1917,EM Media,7
19929,EMC Produktion,1
8263,EMI Films,2
538,EMI Films Ltd.,2
14654,EMJAG Productions,2
2278,EOS Entertainment,1
79279,ESX Entertainment,1
37081,ESX Productions,1
2979,ETIC Films,5
8014,Eagle Beach Productions,1
40739,Eagle Eye Films Inc.,1
214,Eagle Vision Inc.,1
2650,Ealing Studios,4
20374,Earth Canada Productions,1
21896,Easedram,1
89041,East Midlands Media Initiative,1
11804,Easy There Tiger Productions,1
11392,Ebeling Group,1
7382,Echo Films,1
2147,Echo Lake Productions,3
39281,EchoLight Studios,1
8056,Eclectic pictures,2
23787,Eclipse Catering,1
1267,Ecosse Films,2
47635,Ed Friendly Productions,1
30,Eddie Murphy Productions,3
18083,Eden Films,1
87783,Eden Roc Productions,1
2273,Eden Rock Media,2
4143,Eden Wurmfeld Films,2
11463,Edge City,2
25491,Edith Film Oy,1
38071,Edition Video,1
10284,Edko Films,2
2923,Edmonds Entertainment Group (EEG),2
6455,Edward R. Pressman Film,5
13479,Edward Small Productions,1
8685,Eficine 226,1
398,Egg Films,1
802,Egg Pictures,2
26026,Egli Film,1
4588,Egmond Film & Television,2
9365,Egmont Film,1
12800,Ego Film Arts,2
44224,Egoli Tossell Film,1
2254,Egoli Tossell Film AG,2
70993,Ehman Productions,1
19105,Eidos Interactive,2
21937,Eigerwand Pictures,1
72942,Eivissa Productions,1
74192,Eketahuna LLC,1
2839,El Camino Pictures,1
49,El Deseo,2
53407,Electric,1
8600,Electric City Entertainment,2
3241,Electric Entertainment,3
11623,Electric Eye Entertainment Corporation,1
11834,Electric Shepherd Productions,1
34890,Electronic Arts,1
19553,Elektra Productions,1
2274,Element Films,1
3353,Element Pictures,2
1840,Elevation Filmworks,2
82552,Elevation Pictures,1
93380,Eleventh Street Production,1
6930,Elle Driver,2
12009,Elías Querejeta Producciones Cinematográficas S.L.,1
22789,Embargo Films,1
10214,Embassy International Pictures,1
15463,Emergency Films,1
10405,Emmett/Furla Films,12
68549,Emmitt Productions Limited,1
741,Emotion Pictures,1
2726,Emperor Motion Pictures,2
3320,Emperor Multimedia Group (EMG),1
1212,Empire Pictures,2
3337,Empyreal Entertainment,1
85437,Enchanted Productions,1
21608,Enderby Entertainment,1
1205,Endgame Entertainment,12
12575,Endor Productions,1
7887,Endymion Films,1
63571,"Enelmar Productions, A.I.E.",1
18617,Energy Entertainment,2
25820,Engulf & Devour Productions Inc.,1
7049,Enigma Productions,1
7676,Entertainment,1
23164,Entertainment Film Distributors,2
2245,Entertainment Films,1
1206,Entertainment Manufacturing Company,1
4029,Entertainment Media Investment Corporation,1
20386,Entertainment Motion Pictures,1
8147,Entertainment One,2
3650,Entertainment One Pvt. Ltd.,1
75142,Entropy,1
31832,Envision Entertainment,3
11030,Envision Entertainment Corporation,3
19456,Envision Media Arts,1
7576,Eon Productions,22
52066,Epicentral Studios,1
2924,Epidemic Pictures,1
6982,Epithete films,1
7286,Epithète Films,2
1171,Epsilon Motion Pictures,32
26948,Equity Pictures Medienfonds GmbH & Co. KG II,1
10885,Equity Pictures Medienfonds GmbH & Co. KG III,2
20363,Equity Pictures Medienfonds GmbH & Co. KG IV,1
64674,ErgoArts,1
595,Eric's Boy,3
30303,Erste MMC-Production,1
1423,Escape Artists,13
616,Eskwad,2
9313,Esparza / Katz Productions,1
26560,Esparza / Katz Productions,1
7470,Esperanto Filmoj,2
46381,Essential Entertainment,1
6747,Essential Media & Entertainment,1
11649,Esta Vivo! Laboratorio de Nuevos Talentos,1
5153,Estudios Churubusco Azteca,1
2029,Estudios Picasso,2
2430,Estúdios Mega,1
9341,Etalon film,1
53196,Eter Pictures,1
3553,Euforia Film,1
25918,Eulogy Productions LLC,1
16524,Eurasia Film Production,1
850,Eurimages,7
7745,Euro Film Funding,1
8930,Euro International Film (EIA),1
11702,Euroatlantica,1
16016,Eurofilm Stúdió,1
23192,Euroimages Fund of the Council of Europe,1
1075,Europa Corp,1
24993,Europa Film Sound Production,1
6896,EuropaCorp,24
8876,Eurotrustees,1
1550,Evamere Entertainment,1
25061,Evansgideon/Lazar,1
4620,Evenstar Films,2
22793,Event Film Distribution,1
10892,Everest Entertainment,3
8091,Evergreen Films,1
53499,Evergreen MD,1
31375,Evergreen Media Group,3
68467,EveryWhere Studios,1
2242,Everyman Pictures,5
5802,Evil Twins,2
76444,Evo Films A.I.E.,1
23019,Evolution Entertainment,4
3307,Ex Nihilo,1
28384,Ex3 Productions,1
2934,Excel Entertainment,1
55519,Exception Wild Bunch,1
29152,Exchange Peaks Film Capital,1
11448,Exclusive Media Group,10
59007,Execution Style Entertainment,1
10896,Exponential Films,1
8850,Extension 765,1
16849,Extreme Productions,1
60343,Eyeline Entertainment,1
12012,Eyescreen S.r.l.,3
15763,Eyetronics,2
11778,F Comme Film,1
2347,FGM Entertainment,2
26474,FIDCI,1
36684,FLF Films,1
26598,FM Entertainment,1
12601,FM Productions,1
2679,FOTP Productions,1
149,FOZ,1
24459,Fabula,1
48638,Face Productions,2
40002,Fade In Films,1
9351,Fade to Black Productions,1
81963,Fader Films,1
84423,Failure to Launch Productions,1
8809,Fair and Square Productions,1
7297,Fairview Entertainment,1
31867,Faith vs. Fate Productions,1
13204,Fake Empire,2
22814,Falcon International Productions,2
19246,Faliro House Productions,2
24563,FallBack Plan Productions,1
2741,Falling Sky Entertainment,1
30655,Fallingcloud,1
60360,FallsApart Productions,1
21624,Family of the Year Productions,1
3418,Famous Films (II),1
541,Famous Players Ltd,1
2441,Fandango,2
53987,Fantail Films Inc.,1
18078,Fantastic Films,2
286,Fantasy Films,1
9038,Far Hills Pictures,1
11249,Farah Films & Management,1
10905,Farewell Productions,1
8538,Farraday Films,1
78958,Farrell Paura Productions,1
10231,Farrell/Minoff,1
44211,Fast Producciones,1
22880,Fast Track Productions,1
65781,Fat Free,1
36204,Father Features,1
3796,Fathom Studios,1
19601,Favorit Film,1
53460,Fear and Loathing LLC,1
40309,Fear of God Films,1
21953,Feature Film Project,2
64574,"Feature Film Project, The",1
22948,Feelgood Entertainment,1
46402,Feelin' Guilty,1
61791,Feigco Entertainment,1
47044,Feijão Filmes,1
93104,Feingold Productions,1
4710,Fellah Pictures,1
8734,Fellowship Adventure Group,1
16116,Fidecine,1
2927,Fidélité Films,1
147,Fidélité Productions,3
31301,Field Guide Films,1
12138,Fierce Entertainment,1
52619,Fifty First Films,1
359,Figment Films,3
7416,Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I),2
87848,Film 111,1
2335,Film 4,2
20153,Film 44,2
773,Film Afrika,2
4792,Film Afrika Worldwide,1
12177,Film Agency for Wales,1
20343,Film Capital Europe Funds (FCEF ),1
560,Film Colony,1
20455,Film Consortium,1
246,Film Council,1
52724,Film Council Premiere Fund,1
5257,"Film Department, The",1
16275,Film Development Fund,1
51862,Film Export A.G.,2
9210,Film Four International,1
5241,Film Fund FUZZ,1
15339,Film Futures,1
29153,Film Invaders,1
23893,Film Office,1
5946,Film Partner International,1
10956,Film Properties International N.V.,1
8083,Film Rites,4
1976,Film Science,5
60481,Film Threat DVD,1
4305,Film Tiger,1
11840,Film Victoria,3
74636,Film Väst,1
3618,Film Workshop,2
10379,Film and General Productions,1
6417,Film i Väst,1
17513,Film i Väst,8
22627,Film- und Medienstiftung NRW,1
9349,Film4,36
23682,FilmCamp,1
1811,FilmColony,3
7263,FilmDistrict,8
816,FilmEngine,4
268,FilmFernsehFonds Bayern,1
10057,FilmHaven Entertainment,1
7493,FilmNation Entertainment,10
7786,FilmWorks,2
66152,Filmacres,1
28812,Filmanova,2
4753,Filmauro,1
3631,Filmax,4
7302,Filmax Entertainment,3
12371,Filmax Group,1
12370,Filmax International,1
1031,Filmazure,1
269,Filmboard Berlin-Brandenburg (FBB),1
19932,Filmcoopi Zürich,1
53670,Filmek A/S,1
4552,Filmfabriken Baltic Sea AB,1
6705,Filmfour,4
270,Filmförderanstalt (FFA),1
2406,Filmförderung Hamburg,1
11680,Filmförderung Hamburg Schleswig-Holstein,1
4247,Filmförderungsanstalt (FFA),3
18230,Filmgate Films,2
68384,Filmhuset Gruppen,1
1003,Filmkameratene A/S,2
9175,Filmko Pictures,1
40759,Filmline International,1
25580,Filmline Productions,1
543,Filmplan International II,1
20881,Films Distribution,1
11394,Films en Stock,1
61416,Filmsmith Productions,1
27897,Filmstiftung Nordrhein-Westfalen,3
315,Filmstiftung Nordrhein-Westfalen,2
12425,Filmtribe,1
8872,Filmula,2
1138,Filmways Pictures,1
73862,Filmways Productions,1
40796,Filmworks/FX,1
48618,Filmyard Underwaterdeco,1
3120,Final Cut Productions,1
29062,Final Cut for Real,1
11386,Finanzia San Marco,1
50830,Finding Forrester Productions,1
8,Fine Line Features,11
23501,Fine Productions,1
53008,Finestkind,1
40822,Fipex Holding,2
3857,Fireworks Pictures,1
1838,Firm Films,10
73957,"Firm, The",1
2267,First Choice Films,1
938,First Floor Features,1
22110,First Foot Films,1
4908,First Generation Films,2
1643,First Independent Films,1
3521,First Independent Pictures,1
10158,First Knight Productions,1
20344,First Light Production,3
75807,First Look Media,1
13534,First Look Pictures,1
7424,First Point Entertainment,1
53416,Fitzwilliam Productions,1
11082,Five Drops,1
2148,Flagship International,1
29603,Flan de Coco Films,1
13495,Flashpoint (I),1
7717,Flashpoint Entertainment,1
94552,Flatiron Pictures,1
5677,Flavor Unit Entertainment,1
2319,Flicks Motion Pictures,1
3478,FlipZide Pictures,1
1323,Florin Productions,1
2214,Flower Films,3
19813,Flower Films (II),6
54034,Flux Films,1
24248,Fly High Films,1
6362,Flyboys Films,1
34081,Flynn Picture Company,2
10146,Focus Features,36
11267,Focus Features International (FFI),1
1268,Focus Films,4
18919,Follow Through Productions,1
23677,Fondation GAN pour le Cinéma,1
15878,Fondo de Inversión y Estímulos al Cine (FIDECINE),1
9980,Fondo para la Producción Cinematográfica de Calidad (FOPROCINE),1
11011,Fonds Eurimages du Conseil de l'Europe,3
22625,Fonds Sud Cinéma,2
2306,Fontana Productions,1
12686,Forecast Pictures,1
2813,Forensic Films,2
21897,Foresight Unlimited,1
14638,Forest Whitaker's Significant Productions,2
2980,Forge,3
89630,Forrest Films,1
4258,Fortis Films,7
1615,Fortissimo Films,2
5176,Fortress Features,1
19047,Fortress Films,1
93408,FortyFour Studios,1
17748,Forward Films,1
675,Forward Pass,6
414,Fountainbridge Films,2
20567,Four By Two Productions,1
80078,FourBoys Entertainment,1
63903,Fourth Kind Productions,1
711,Fox 2000 Pictures,55
11231,Fox Animation Studios,2
2890,Fox Atomic,7
85721,Fox Entertainment Group,1
11232,Fox Family Films,1
4887,Fox Filmes do Brasil,1
4763,Fox Films Ltd.,1
7485,Fox International Productions,1
43,Fox Searchlight Pictures,64
11766,Fox Video Korea,1
4450,Foxstar,1
2725,Foxtor Productions,1
2651,Fragile Films,4
61194,Fragmighty,1
13502,Framestore,1
11359,France 2 (FR2),2
45970,France 2 Cinéma,1
83,France 2 Cinéma,13
15671,France 2 Cinéma,6
11244,France 3 (FR 3),1
16804,France 3 Cinema,7
591,France 3 Cinéma,7
33928,France 4,1
7454,France Télévision,5
11795,France Télévisions,4
7089,France2 Cinéma,2
1403,Franchise Pictures,16
58331,Franklin/Waterman Productions,1
52945,Frantic Films,1
1044,Franton Production,1
89312,Fred Berner Films,1
27349,Freddie Fields Productions,1
39509,Free Range Films,1
40106,Free State Pictures,3
89388,Freestone Pictures,1
4616,Freestyle Releasing,3
84592,French Connection Animations,1
23733,French Tax Credit,1
23625,"Fria Luz Del Dia, A.I.E.",1
93280,"Friday Four, Inc.",1
7048,Fridthjof Film,1
81136,Friendly Films (II),2
81137,Friendly Films Productions,1
89439,Friendly Productions,1
8246,Friland Produksjon,1
38591,Friuli Venezia Giulia Film Commission,1
52006,Front Street Films,1
3958,Front Street Pictures,1
1450,Front Street Productions,1
11837,Frontier Pictures,2
12046,Fu Works,2
52065,Fuego Films,1
3341,Fuji Television Network,6
75713,Full Crew/Say Yea,1
1539,Fuller Films,1
13682,Fulvia Film,1
21213,Funny or Die,1
8151,Fuqua Films,1
24176,"Furia de Titanes II, A.I.E.",1
34447,Furry Vengeance Productions,1
3135,Furst Films,2
33433,Furthur Films,3
10843,Future Films,5
11663,Future Films Production Services,1
2613,Futurikon,1
11562,Fuzzy Bunny Films (I),1
8789,Fuzzy Door Productions,3
23889,Fünfte Babelsberg Film,1
73872,G.T. Film Production,1
3656,GAGA,2
242,GF Studios AB,1
11957,GG Filmz,1
67780,GGR,1
20475,GH One,1
41756,GH Three,1
3858,GHS Productions KG,1
3281,GK Films,10
2943,GO Productions,1
4896,Gala Film,1
23133,Gala Films,1
22298,Galactic Films,1
20465,Galafilm Productions,1
793,Galatée Films,2
8084,Galavis Film,1
38619,Galaxy Productions,1
77208,Gama Entertainment Partners,1
6933,Gambit Pictures,1
64143,Garden Thieves Pictures,1
4740,Gary Sanchez Productions,13
7353,Gateway Films,1
9,Gaumont,9
145,Gaumont Columbia Tristar Films,1
7961,Gaumont International,1
5314,Gavin McKinney Underwater Productions,1
5367,Gaylord Films,6
11617,Gaylord Productions,1
4354,"Geffen Company, The",1
360,Geffen Pictures,3
23660,Geisler-Roberdeau,1
3957,Gener8Xion Entertainment,1
53491,Generalitat Valenciana,1
16055,Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC),1
22970,Genetics Productions,1
28788,Genre Films,6
15152,Geoffrey Productions,1
13579,George Stevens Productions,1
16779,Georgetown Productions Inc.,1
7512,"Georgetown Productions, Inc.",1
24264,Georgia International Films,1
73046,Gerard Butler Alan Siegel Entertainment,1
975,Gerber Pictures,5
89437,Ghiznoz Productions,1
768,Ghost House Pictures,7
51071,Ghost Robot,1
53238,Ghost Ship Films Pty. Ltd.,1
84042,Ghostcorps,1
178,Ghoulardi Film Company,6
34396,Giant Pictures,1
34886,Gidden Media,1
7499,Gigi Productions,1
10161,Gilbert Films,2
148,Gimages,1
818,Gimages 5,1
4121,Giraldi-Suarez-DiGiaimo Productions,1
40544,Giv'en Films,1
68117,Giving Films,1
32853,Gkids,1
44884,Glacier Films,1
1360,Glass Eye Pix,4
40349,Glazier,1
10442,Glendale Picture Company,1
89627,Glitter Productions,1
20466,Global Arts Productions,1
77793,Global Creative Studios,1
19542,Global Emerging Markets (GEM),1
2727,Global Entertainment Group,1
9269,Global Entertainment Productions GmbH & Company Medien KG,7
5555,Global Medien KG,1
30133,Global Produce,1
10954,Globo filmes,1
13313,Go Films,1
2840,Go Fish Pictures,1
56358,Gobierno del Estado de Puebla,1
63629,Gobsmack,1
1445,Golan-Globus,2
13549,Golan-Globus Productions,2
2484,Golar Productions,2
12026,Gold Circle Films,12
37870,Gold Lion Films,1
68506,Gold Star Films,1
1607,Gold/Miller Productions,3
500,Goldcrest Films International,4
11843,Goldcrest Pictures,12
2521,Golden Harvest Company,4
6379,Golden Harvest Company Ltd.,1
969,Golden Harvest Pictures,1
1867,Golden Mean,2
73998,Golden Port Productions Ltd.,1
15855,Goldenlight Films,1
12006,Goldmann Pictures,3
2454,Goldsmith-Thomas Productions,2
720,Goldwyn Films,2
67253,Gone North Productions,1
3015,Good Dick,1
68620,Good Films,1
10565,Good Machine,11
4385,Good Night Productions,1
9096,Good Story Productions,1
17393,Good Universe,3
3534,Goodspeed Productions,1
22513,Gorai / Samuelson Productions,1
1073,Gordon Company,3
60473,Gordonstreet Pictures,1
78959,Gospel Truth Pictures,1
10167,Gospel of John Ltd.,1
1053,Got Films,2
39288,Gotham Entertainment Group,1
3672,Gotham Group,3
19927,Government of Malta,2
33632,GraceWorks Pictures,1
18,Gracie Films,7
37,Gramercy Pictures,5
41252,Gran Via,1
2605,Gran Via Productions,7
247,Granada Film Productions,4
14063,Granada Television,1
1843,Grand Army Entertainment,1
81132,Grand March Productions,1
15354,Grand Peaks Entertainment,2
23651,Grand Slam Productions,1
52943,Gratitude International,1
1824,Gravier Productions,5
44632,Gravitas Ventures,1
2173,Great Oaks Entertainment,1
2814,Great Scott Productions Pty. Ltd.,1
19960,Great Wight Productions/ Osford Films,1
7254,Greek Film Center,1
7368,Green Film Company,1
3527,Green Hat Films,4
4434,Green Moon Productions,2
12501,Green Room Films,1
35447,Green Tulip Productions,1
12936,GreenStreet Films,1
64854,Greencard Pictures,1
2152,GreeneStreet Films,6
842,GreeneStreet/SKE Films,1
2150,Greenestreet Films,3
1189,Greenlawn Productions,1
72503,Greenlit Rights,1
12918,Greenpoint Films,1
61418,Gremi Film Production,1
